ALX,ALY,ALZ,ARX,ARY,ARZ,EMG0L,EMG1L,EMG2L,EMG3L,EMG4L,EMG5L,EMG6L,EMG7L,EMG0R,EMG1R,EMG2R,EMG3R,EMG4R,EMG5R,EMG6R,EMG7R,GLX,GLY,GLZ,GRX,GRY,GRZ,ORL,OPL,OYL,ORR,OPR,OYR
-0.1166992,0.8666992,0.5483398,-0.08300781,-0.7939453,0.6494141,-1,3,1,-1,-21,-4,-2,-2,-2,-1,-1,-3,-1,-6,-3,-1,3.75,3.75,3.75,1.6875,1.6875,1.6875,6.578245,5.158399,0.1657198,3.604433,5.147,5.144872
-0.1201172,0.8618164,0.5478516,-0.07617188,-0.7807617,0.6704102,-2,2,0,-1,-2,-2,-2,-1,0,-1,0,-2,-7,-8,-2,-1,-1.75,-1.75,-1.75,2.9375,2.9375,2.9375,6.578657,5.153514,0.1648908,3.608706,5.1452,5.146686
-0.1264648,0.8481445,0.5571289,-0.07910156,-0.7724609,0.65625,0,-3,-4,10,1,1,2,0,0,-1,-1,1,5,11,2,-1,-4.125,-4.125,-4.125,-0.75,-0.75,-0.75,6.576267,5.152001,0.1641112,3.610227,5.14459,5.147432
-0.4892578,0.9150391,0.4643555,-0.08154297,-0.7788086,0.6552734,0,-1,4,14,16,3,-1,-1,-2,-2,-1,0,-1,-3,-1,-2,3.9375,3.9375,3.9375,2,2,2,6.570552,5.166064,0.164179,3.610386,5.142769,5.146776
0.3876953,0.7573242,0.925293,-0.08398438,-0.753418,0.6513672,3,2,-1,-6,27,1,0,2,0,-1,0,0,1,-3,0,0,-7.5,-7.5,-7.5,3.625,3.625,3.625,6.528594,5.135673,0.1581665,3.615225,5.1405,5.145366
-0.8154297,0.7011719,0.421875,-0.08154297,-0.7421875,0.6567383,-5,2,2,-10,-9,-3,-2,-1,-2,-1,-1,6,0,1,-2,-2,-3.25,-3.25,-3.25,1.3125,1.3125,1.3125,6.508648,5.156461,0.1545825,3.617898,5.134979,5.145395
0.4521484,1.013672,0.5664063,-0.04931641,-0.7504883,0.6264648,-1,-6,-2,-2,-3,-1,-1,0,-1,-1,-1,0,1,0,0,0,-2.75,-2.75,-2.75,2.8125,2.8125,2.8125,6.512055,5.132899,0.15207,3.620743,5.12023,5.148186
0.3876953,0.7783203,0.918457,-0.06005859,-0.6870117,0.5742188,-6,-4,0,1,-3,-2,-1,2,1,0,3,1,1,2,-8,-8,-5.8125,-5.8125,-5.8125,5.6875,5.6875,5.6875,6.496838,5.130224,0.1499503,3.627313,5.088734,5.160175
-0.7758789,0.5322266,0.2133789,-0.03808594,-0.6342773,0.5551758,2,-1,0,0,-2,0,-2,-3,-1,-4,2,-1,0,-1,-4,-1,-13.1875,-13.1875,-13.1875,-21.5,-21.5,-21.5,6.510653,5.116274,0.1482539,3.614543,5.02861,5.185019
-0.4731445,0.4506836,0.4560547,-0.02099609,-0.6772461,0.5581055,0,-2,-5,-4,-4,-1,0,1,-3,-9,-10,-2,-1,-2,2,-1,7.8125,7.8125,7.8125,-25.9375,-25.9375,-25.9375,6.504884,5.078866,0.1258942,3.600156,4.985689,5.201599
0.1235352,0.7456055,0.5151367,0.03662109,-0.7612305,0.5244141,0,-1,-2,-19,-1,0,-1,-2,-1,0,-2,-1,-1,3,26,0,18.1875,18.1875,18.1875,-26.5,-26.5,-26.5,6.534798,4.970815,0.1064438,3.565564,4.871958,5.246512
0.1030273,0.7319336,0.5048828,0.1396484,-0.7329102,0.5483398,-1,-1,-5,11,-1,-4,-2,1,-2,-2,-1,-6,-7,1,3,1,2.6875,2.6875,2.6875,-17.5,-17.5,-17.5,6.536507,4.897751,0.09961761,3.515803,4.654221,5.317472
0.2915039,0.6845703,0.5112305,0.1884766,-0.7324219,0.5083008,-8,-6,-2,-2,0,-4,-1,1,-3,1,-2,-4,16,3,3,0,42.9375,42.9375,42.9375,-11.625,-11.625,-11.625,6.565742,4.628398,0.06324489,3.50351,4.571243,5.341096
0.3916016,0.8105469,0.4907227,0.3505859,-0.7075195,0.5029297,-26,-5,-4,-2,-3,0,-2,-3,-3,-14,-13,-6,-3,-9,2,-2,33,33,33,-34.125,-34.125,-34.125,6.619952,4.439838,0.02905254,3.455527,4.389716,5.393211
0.5161133,0.75,0.4316406,0.4941406,-0.7490234,0.4804688,-18,-1,-5,-3,-1,2,-3,-1,-2,-2,0,-5,-6,1,11,3,14.75,14.75,14.75,-16.875,-16.875,-16.875,6.65157,4.23952,0.007980042,3.402936,4.201304,5.452378
0.609375,0.6547852,0.4575195,0.6308594,-0.5732422,0.4277344,0,1,-2,-1,-1,2,0,0,-1,1,-6,3,-1,-2,-11,-3,2.5625,2.5625,2.5625,-14.875,-14.875,-14.875,6.657723,4.140608,9.996959,3.353321,4.007262,5.517438
0.5395508,0.6367188,0.4462891,0.7749023,-0.6386719,0.3618164,5,-2,-1,2,3,3,2,-1,3,5,-10,-18,-3,-1,-4,1,10.6875,10.6875,10.6875,-38.9375,-38.9375,-38.9375,6.670411,4.043865,9.983451,3.267648,3.815842,5.59267
0.6386719,0.6162109,0.3051758,0.8251953,-0.6259766,0.3164063,5,0,0,-1,-2,-2,0,1,2,5,-5,-1,-1,0,6,0,42.5625,42.5625,42.5625,-24.375,-24.375,-24.375,6.745658,3.833406,9.92808,3.170309,3.626239,5.684968
0.9370117,0.5751953,0.1918945,0.9428711,-0.5541992,0.2421875,-1,-2,-2,-1,-1,-3,-1,-2,0,-9,1,-1,-3,-1,-4,-3,-24.5625,-24.5625,-24.5625,-9.25,-9.25,-9.25,6.949464,3.416606,9.689791,3.04747,3.44115,5.819948
1.075684,0.4599609,0.06103516,1.022461,-0.484375,0.152832,-6,-1,-1,0,2,10,1,-1,-3,3,1,-1,-2,-2,6,0,-57.75,-57.75,-57.75,19.875,19.875,19.875,7.09445,3.228588,9.458957,2.896503,3.274822,6.012456
1.127441,0.3974609,-0.02880859,1.088379,-0.4077148,0.01171875,1,0,0,-1,-1,-1,-2,-3,0,-2,-1,-3,-2,-3,1,-3,-61.875,-61.875,-61.875,35.25,35.25,35.25,7.196893,3.149733,9.308731,2.698127,3.144574,6.272312
1.12793,0.3364258,-0.2133789,1.083496,-0.3491211,-0.08447266,5,1,-2,-2,0,0,-2,-1,0,-1,0,-1,0,-2,-2,1,-48.5,-48.5,-48.5,40.75,40.75,40.75,7.43793,3.038917,8.987313,2.48223,3.056095,6.54985
1.033203,0.2753906,-0.1987305,1.040039,-0.3178711,-0.1108398,-3,-1,-1,0,-3,-2,-1,0,-2,0,-2,-1,-2,0,-1,-2,-23.4375,-23.4375,-23.4375,39.625,39.625,39.625,7.75731,2.952497,8.603009,2.306757,2.999322,6.780899
1.024414,0.2636719,-0.1411133,1.004883,-0.2919922,-0.05517578,0,-1,-2,-1,0,-3,-2,1,-4,-3,-2,-2,-1,3,-1,-2,-9.5625,-9.5625,-9.5625,21.75,21.75,21.75,7.801936,2.936399,8.552382,2.209697,2.964247,6.914383
0.9985352,0.2768555,-0.01611328,0.9887695,-0.3544922,0.04296875,3,-3,-2,0,-1,-1,0,-5,-2,-1,-1,-2,-2,-3,0,-1,26.5,26.5,26.5,12,12,12,7.808619,2.916256,8.565575,2.201016,2.943831,6.940311
0.9394531,0.3427734,0.1113281,0.965332,-0.3935547,0.1210938,-3,0,0,-2,-1,0,0,-5,-4,0,2,0,-2,0,-1,2,53.25,53.25,53.25,12.125,12.125,12.125,7.73853,2.908523,8.689363,2.268358,2.93509,6.88769
0.8603516,0.4433594,0.1499023,0.9130859,-0.4145508,0.1196289,-4,0,0,-3,0,2,0,-1,0,-1,-1,-2,0,0,0,-1,36.1875,36.1875,36.1875,19.9375,19.9375,19.9375,7.633277,2.915153,8.843834,2.364808,2.936245,6.811585
0.8193359,0.4282227,0.1489258,0.875,-0.3916016,0.1318359,-2,-1,-2,-1,-2,-1,0,4,0,-3,-2,0,-2,-1,0,0,-4.8125,-4.8125,-4.8125,20.75,20.75,20.75,7.534334,2.928967,8.948769,2.45999,2.943349,6.740925
0.8588867,0.3422852,0.09472656,0.8901367,-0.3779297,0.1030273,-6,-1,-1,0,-1,-2,0,-3,-2,-2,-1,0,-1,-3,-1,0,-21.8125,-21.8125,-21.8125,12.125,12.125,12.125,7.47738,2.937109,8.983386,2.530865,2.955601,6.686662
0.9199219,0.2983398,0.03955078,0.9150391,-0.371582,0.06542969,7,0,0,0,1,0,-2,41,-2,-2,-1,-1,1,0,-1,-2,-25.625,-25.625,-25.625,11.875,11.875,11.875,7.450915,2.944786,8.980036,2.583085,2.974944,6.647042
0.9765625,0.2680664,-0.01953125,0.9462891,-0.3618164,0.02539063,-3,-2,-1,-1,-1,-3,2,-7,1,-1,0,0,-1,-1,-2,0,-17.9375,-17.9375,-17.9375,13,13,13,7.429689,2.952847,8.979316,2.633186,3.000583,6.609393
1.001953,0.2680664,-0.05224609,0.9399414,-0.3530273,0.009765625,2,-1,0,0,0,-3,-1,-4,-1,-2,-2,-2,-2,0,0,0,-11,-11,-11,16.1875,16.1875,16.1875,7.39512,2.96438,9.002394,2.685686,3.033702,6.571036
0.9916992,0.2548828,-0.04443359,0.9550781,-0.3369141,0.001464844,2,-1,-1,-3,0,0,0,0,0,-2,-2,-1,0,-1,-2,-1,2.1875,2.1875,2.1875,17.625,17.625,17.625,7.343134,2.979495,9.056266,2.748335,3.071702,6.524192
0.9599609,0.2666016,-0.01806641,0.9667969,-0.324707,0.02587891,0,0,0,-1,-1,-1,-2,-2,-3,0,-2,0,-2,1,0,-2,12.75,12.75,12.75,11.6875,11.6875,11.6875,7.284723,2.999428,9.131386,2.816481,3.110789,6.465948
0.9599609,0.2666016,-0.01806641,0.9667969,-0.324707,0.02587891,7,-1,0,-1,-2,0,-1,1,-3,0,-2,0,-2,1,0,-2,12.75,12.75,12.75,11.6875,11.6875,11.6875,7.284723,2.999428,9.131386,2.816481,3.110789,6.465948
0.925293,0.2675781,0.02734375,0.9643555,-0.3344727,0.05126953,-4,-2,-1,0,-3,-1,-1,-16,1,1,-1,-2,-2,-2,-2,-1,16.4375,16.4375,16.4375,0.875,0.875,0.875,7.227572,3.021598,9.2104,2.873301,3.15038,6.407784
