ALX,ALY,ALZ,ARX,ARY,ARZ,EMG0L,EMG1L,EMG2L,EMG3L,EMG4L,EMG5L,EMG6L,EMG7L,EMG0R,EMG1R,EMG2R,EMG3R,EMG4R,EMG5R,EMG6R,EMG7R,GLX,GLY,GLZ,GRX,GRY,GRZ,ORL,OPL,OYL,ORR,OPR,OYR
0.9941406,0.21875,-0.02441406,0.9667969,-0.2963867,-0.001953125,-11,-2,-2,-4,-7,4,-2,-13,1,-2,1,-1,-2,0,0,1,6.8125,6.8125,6.8125,5.6875,5.6875,5.6875,7.45906,2.955926,0.05433528,2.787827,3.032823,6.622665
0.9628906,0.2568359,0.00390625,0.9306641,-0.3017578,0.03222656,0,0,-2,-1,4,1,1,-6,18,1,0,-1,-2,-2,-3,-2,12,12,12,-5.875,-5.875,-5.875,7.390161,2.97337,0.1400719,2.845709,3.067661,6.556395
0.9350586,0.2636719,0.03662109,0.9423828,-0.3178711,0.07617188,4,-1,0,0,-2,-3,-2,0,-10,-2,-2,0,1,-3,-2,-1,4.625,4.625,4.625,-12.4375,-12.4375,-12.4375,7.313407,2.990809,0.2282487,2.885787,3.10051,6.499201
0.9335938,0.2626953,0.04833984,0.9272461,-0.3325195,0.07421875,-13,-3,-2,-1,-3,-3,1,-21,-6,1,-2,0,-1,-2,-3,3,2.125,2.125,2.125,-4.875,-4.875,-4.875,7.277424,2.999298,0.2669467,2.915584,3.128837,6.458147
0.9267578,0.2641602,0.06982422,0.9155273,-0.3320313,0.06542969,-2,0,-1,-4,1,0,5,-20,-2,-1,-2,-1,-2,-1,0,0,0.4375,0.4375,0.4375,-1.5,-1.5,-1.5,7.244537,3.00717,0.3015146,2.928621,3.140952,6.442816
0.9008789,0.2836914,0.05957031,0.9199219,-0.3291016,0.07958984,-3,-4,-1,2,-3,-3,-3,0,-3,-7,0,1,-1,1,-2,0,-1.125,-1.125,-1.125,-7,-7,-7,7.180181,3.026039,0.3679373,2.948147,3.161918,6.413363
0.9091797,0.2978516,0.06396484,0.9316406,-0.3466797,0.07910156,0,-2,0,0,-2,3,-1,-2,4,0,-1,-1,-2,-4,1,-1,-3.875,-3.875,-3.875,-10.375,-10.375,-10.375,7.157484,3.032247,0.386611,2.944272,3.166576,6.405118
0.9321289,0.3012695,0.06591797,0.9370117,-0.3481445,0.08349609,0,-1,-1,-3,1,0,-1,1,-3,-1,-1,-2,0,1,-2,2,-0.125,-0.125,-0.125,-8.5,-8.5,-8.5,7.159147,3.029061,0.3833975,2.935567,3.164595,6.403185
0.9389648,0.3027344,0.06054688,0.9199219,-0.3496094,0.08447266,-2,-2,-1,-3,0,-1,-1,-2,-3,-1,-1,0,-2,-1,-2,-6,2.4375,2.4375,2.4375,-3.3125,-3.3125,-3.3125,7.165077,3.025423,0.3786367,2.923644,3.158092,6.409939
0.9296875,0.3100586,0.05029297,0.9101563,-0.3505859,0.08935547,0,0,-2,-3,-1,-1,-4,-1,-1,1,0,-2,0,-1,-2,-6,4.0625,4.0625,4.0625,-1.625,-1.625,-1.625,7.197362,3.011321,0.3524964,2.909663,3.148218,6.422908
0.9257813,0.3017578,0.05273438,0.9067383,-0.3652344,0.1005859,0,1,-2,-3,-3,1,-1,-2,0,3,0,-3,-2,-1,-2,-10,5.3125,5.3125,5.3125,-4.4375,-4.4375,-4.4375,7.225542,3.00171,0.3283336,2.891225,3.135631,6.438911
0.9262695,0.3071289,0.05273438,0.9067383,-0.375,0.09570313,-2,-1,-1,2,2,-3,2,-1,1,0,-2,-1,-1,0,-2,2,5,5,5,-5.4375,-5.4375,-5.4375,7.243004,2.997639,0.3129463,2.8661,3.120648,6.459931
0.9321289,0.3115234,0.05566406,0.9189453,-0.3798828,0.09082031,1,-1,-1,1,2,2,1,0,-1,-1,-2,0,-2,-1,1,5,1.75,1.75,1.75,-5,-5,-5,7.298864,2.987754,0.2589776,2.835797,3.103639,6.486628
0.9296875,0.3056641,0.05175781,0.9267578,-0.3720703,0.08642578,-3,-1,0,1,2,-1,-2,-2,-1,-5,-1,-1,-2,-2,1,3,-3,-3,-3,-0.25,-0.25,-0.25,7.336216,2.982987,0.2176128,2.804067,3.087308,6.519318
0.9291992,0.2993164,0.04931641,0.9326172,-0.3676758,0.07470703,-1,-2,-1,0,5,-4,-1,1,-1,-4,-1,-2,-1,-2,-1,-3,-2.4375,-2.4375,-2.4375,1.5625,1.5625,1.5625,7.353193,2.981449,0.1978468,2.788108,3.079862,6.537587
0.9296875,0.2993164,0.05029297,0.9370117,-0.3603516,0.05761719,0,0,-3,-2,-7,-5,-2,-2,-6,-1,0,-2,-2,0,1,0,1.75,1.75,1.75,2.25,2.25,2.25,7.40474,2.977548,0.1439684,2.743003,3.062514,6.590246
0.9291992,0.2973633,0.0546875,0.9394531,-0.3623047,0.06494141,-1,-1,1,-1,-6,-1,-2,-5,-1,-1,-1,-3,-2,1,-1,-1,3.125,3.125,3.125,2.6875,2.6875,2.6875,7.432091,2.976091,0.1173407,2.722481,3.057422,6.615238
0.934082,0.2983398,0.06103516,0.9467773,-0.3598633,0.06494141,-2,-1,-1,1,3,-3,-2,1,2,-1,-3,-2,-3,-1,-2,-5,4.1875,4.1875,4.1875,2.75,2.75,2.75,7.444068,2.975628,0.1064442,2.713854,3.056242,6.628173
0.9272461,0.293457,0.05078125,0.9345703,-0.3608398,0.06835938,-2,-2,0,-4,-2,-6,-6,-1,-5,1,-1,-1,0,-2,1,-1,4.875,4.875,4.875,3.25,3.25,3.25,7.46472,2.974444,0.08908201,2.715665,3.059489,6.630681
0.9243164,0.2880859,0.03759766,0.9301758,-0.3632813,0.07666016,0,1,0,-3,-3,0,-2,1,1,-1,9,-3,-2,0,0,-1,1.8125,1.8125,1.8125,2.6875,2.6875,2.6875,7.484095,2.975526,0.07276706,2.726808,3.064471,6.62305
0.9296875,0.2866211,0.04101563,0.9296875,-0.3642578,0.07275391,0,-1,0,2,-6,2,0,-2,0,0,-6,-4,0,-2,2,0,2,2,2,2,2,2,7.485002,2.976251,0.07269736,2.733448,3.067305,6.61744
0.9350586,0.2905273,0.04394531,0.9248047,-0.3583984,0.07226563,-1,-1,-1,-3,-1,-3,-3,-1,-5,-3,1,-2,-1,-1,-2,1,2.4375,2.4375,2.4375,-0.6875,-0.6875,-0.6875,7.480514,2.978735,0.07927191,2.758134,3.077308,6.592672
0.9228516,0.2841797,0.03710938,0.9287109,-0.3652344,0.06982422,-2,1,0,1,-2,1,-3,-3,-1,-1,1,-1,0,-2,-3,0,1.9375,1.9375,1.9375,-0.875,-0.875,-0.875,7.465445,2.98356,0.09776874,2.774118,3.084849,6.574237
0.9272461,0.2919922,0.03564453,0.9345703,-0.3623047,0.07177734,0,-1,-3,4,-1,-3,-2,2,1,1,-1,-2,-2,1,0,-3,1.375,1.375,1.375,0.6875,0.6875,0.6875,7.460037,2.985451,0.1039202,2.792398,3.093333,6.5555
0.9272461,0.2919922,0.03564453,0.9311523,-0.3613281,0.06396484,-1,-1,-1,-1,0,-1,4,1,-1,0,-1,0,-1,-3,0,0,1.375,1.375,1.375,0.8125,0.8125,0.8125,7.460037,2.985451,0.1039202,2.808739,3.101496,6.538808
0.9345703,0.2915039,0.03173828,0.9248047,-0.3608398,0.06787109,-2,0,-2,1,0,-1,0,0,-3,-2,-1,-2,-2,0,-2,0,-0.4375,-0.4375,-0.4375,-0.5,-0.5,-0.5,7.439743,2.991066,0.1244548,2.823756,3.109255,6.522213
0.9243164,0.2905273,0.02587891,0.9199219,-0.3588867,0.07128906,1,-2,0,-3,-2,-2,-2,-2,-1,1,-1,-1,-2,-2,-2,-2,-0.9375,-0.9375,-0.9375,-2.4375,-2.4375,-2.4375,7.420204,2.995549,0.142863,2.836013,3.115921,6.506371
0.9189453,0.2915039,0.03515625,0.9223633,-0.3652344,0.07714844,1,-2,-1,-6,-2,0,-2,-1,0,-4,-3,0,-2,-1,0,-4,1.125,1.125,1.125,-2.0625,-2.0625,-2.0625,7.408725,2.997321,0.1550169,2.845788,3.122025,6.493087
0.9233398,0.293457,0.03076172,0.9228516,-0.3632813,0.06689453,-1,-2,-1,0,1,-1,-1,0,-2,3,-1,-2,0,-2,-2,-1,1.125,1.125,1.125,-1,-1,-1,7.403131,2.999403,0.1600401,2.850403,3.126304,6.486435
