ALX,ALY,ALZ,ARX,ARY,ARZ,EMG0L,EMG1L,EMG2L,EMG3L,EMG4L,EMG5L,EMG6L,EMG7L,EMG0R,EMG1R,EMG2R,EMG3R,EMG4R,EMG5R,EMG6R,EMG7R,GLX,GLY,GLZ,GRX,GRY,GRZ,ORL,OPL,OYL,ORR,OPR,OYR,LHNX,LHNY,LHNZ,RHNX,RHNY,RHNZ,HX,HY,HZ,LTX,LTY,LTZ,RTX,RTY,RTZ,SpineMidX,SpineMidY,SpineMidZ,SpineBaseX,SpineBaseY,SpineBaseZ,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowRightX,ElbowRightY,ElbowRightZ,Myo_Pose_left,Myo_Pose_Right,Kinect_pose_left,Kinect_pose_right
-0.1806641,0.7802734,0.6899414,-0.2021484,-0.7841797,0.4550781,5,10,7,-5,-5,0,-4,-4,4,-5,-19,-26,-3,-5,2,2,0.625,0.625,0.625,-1.9375,-1.9375,-1.9375,6.429646,5.214086,2.045118,3.354702,5.317789,5.158862,-0.006071922,0.009010212,1.477533,0.1310213,-0.00307661,1.404543,0.07141446,0.4220036,1.665059,-0.03396598,-0.005849726,1.436278,0.06934483,-0.002237832,1.4766,0.06116147,-0.06385077,1.673722,0.06134979,-0.3855528,1.649571,-0.1171279,0.1249703,1.669525,-0.01404331,-0.3761967,1.618002,-0.2219231,-0.07147057,1.621656,0.307335,-0.0963401,1.604214,NA,NA,NotTracked,NotTracked
-0.2124023,0.8291016,0.6591797,-0.2114258,-0.7758789,0.4082031,-8,-9,1,1,3,-1,0,1,-21,-2,6,-17,3,1,0,1,-6.1875,-6.1875,-6.1875,-21.375,-21.375,-21.375,6.426905,5.215024,2.049427,3.34327,5.333126,5.202008,-0.00798489,0.01235862,1.468429,0.1314103,-0.002086302,1.409454,0.07158846,0.4219982,1.665263,-0.03621302,-3.70E-05,1.429047,0.07493013,-0.006871121,1.416857,0.06114736,-0.06381329,1.673814,0.06126975,-0.3854664,1.649672,-0.1170364,0.1251715,1.669672,-0.01412812,-0.3761114,1.61815,-0.2213856,-0.07134449,1.620758,0.3071516,-0.09643737,1.604699,NA,NA,NotTracked,NotTracked
-0.1977539,0.7700195,0.668457,-0.1035156,-0.8701172,0.5039063,-2,3,-5,4,2,1,-3,1,3,-1,-11,2,-8,5,-8,-9,-5.875,-5.875,-5.875,-36.125,-36.125,-36.125,6.413629,5.227035,2.050033,3.310247,5.312783,5.24169,-0.02429048,0.009846258,1.452681,0.1395984,-0.002746237,1.410337,0.07168594,0.421972,1.665317,-0.06551649,0.01104073,1.431666,0.1280514,-0.02501891,1.394717,0.06111269,-0.06381667,1.673898,0.06122246,-0.3854673,1.649717,-0.116987,0.1254781,1.669875,-0.0141997,-0.3761388,1.618314,-0.2208132,-0.07117518,1.620075,0.3072355,-0.09642766,1.604798,NA,NA,NotTracked,NotTracked
-0.2036133,0.8208008,0.6826172,-0.06640625,-0.9038086,0.5297852,0,-21,-13,-6,3,-2,-1,4,-2,-3,-8,-7,-5,-8,3,-2,0.125,0.125,0.125,-11.3125,-11.3125,-11.3125,6.413423,5.23908,2.050062,3.2952,5.282128,5.256392,-0.0251013,0.005952268,1.444033,0.1314995,0.004269385,1.41636,0.07188492,0.4219097,1.665423,-0.04390646,0.01048526,1.412799,0.06102599,-0.005479998,1.474667,0.06111008,-0.0638098,1.673924,0.06118332,-0.3854517,1.649735,-0.1169631,0.125576,1.669907,-0.0142463,-0.3761279,1.618351,-0.2200807,-0.07137534,1.619624,0.3073345,-0.09643973,1.604772,NA,NA,NotTracked,NotTracked
-0.2524414,0.7236328,0.5961914,-0.1489258,-0.8959961,0.574707,-14,-6,-2,-8,-3,-2,0,-2,-6,-3,-6,5,0,-8,0,-2,-16.4375,-16.4375,-16.4375,18.875,18.875,18.875,6.389848,5.276785,2.064464,3.310669,5.256669,5.245459,-0.0249895,0.001500055,1.441957,0.141678,0.003112385,1.416112,0.0720892,0.421895,1.665519,-0.04125977,0.01409799,1.413496,0.1361711,-0.01900241,1.390881,0.06110927,-0.06382984,1.67399,0.06117523,-0.3854787,1.649763,-0.1168394,0.1256345,1.669943,-0.01426704,-0.3761536,1.618398,-0.2199758,-0.07126603,1.619415,0.3074917,-0.09643003,1.604952,NA,NA,NotTracked,NotTracked
-0.2524414,0.7236328,0.5961914,-0.2392578,-0.8442383,0.5107422,-4,-4,-2,4,1,-2,-5,-4,-4,0,-7,-15,-5,-1,-7,-9,-16.4375,-16.4375,-16.4375,13.625,13.625,13.625,6.389848,5.276785,2.064464,3.333273,5.253775,5.239099,-0.02315308,-0.000478709,1.443358,0.1317716,0.009246041,1.418635,0.07221048,0.4218862,1.665515,0.004452835,-0.0441648,1.5178,0.07476105,0.006588513,1.4515,0.06111658,-0.06382637,1.674056,0.06115792,-0.3854665,1.649797,-0.1167239,0.1257214,1.670038,-0.01428476,-0.3761519,1.618457,-0.2201758,-0.070963,1.619229,0.3078878,-0.09632946,1.605304,NA,NA,NotTracked,NotTracked
-0.1967773,0.8193359,0.6206055,-0.2211914,-0.8623047,0.4882813,-7,2,5,3,-1,-2,-1,-2,-3,-1,0,-6,-4,2,3,0,3.625,3.625,3.625,4.5,4.5,4.5,6.397711,5.283835,2.05967,3.335673,5.256763,5.240881,-0.02327993,-0.001043971,1.44427,0.1415113,0.005069464,1.415674,0.07231802,0.4218522,1.665558,0.003613292,-0.04301752,1.517781,0.1268726,-0.01642632,1.403575,0.06112248,-0.06383798,1.674088,0.06115684,-0.3854711,1.649805,-0.1166908,0.1257452,1.670039,-0.01428734,-0.3761607,1.618478,-0.2198029,-0.07109077,1.619055,0.3079079,-0.09630744,1.605225,NA,NA,NotTracked,NotTracked
-0.1611328,0.7202148,0.671875,-0.1801758,-0.8847656,0.480957,0,-2,-3,-3,1,-1,0,-4,-2,-4,-24,-23,6,7,-2,3,-2.0625,-2.0625,-2.0625,-5.75,-5.75,-5.75,6.392809,5.273558,2.058922,3.329839,5.260885,5.244401,-0.02220556,-0.001735443,1.44369,0.133456,0.007974069,1.416868,0.07248079,0.4217826,1.665492,-0.003614017,-0.04524763,1.523539,0.07846171,0.003819045,1.443167,0.06115134,-0.06384528,1.674124,0.06121942,-0.3854761,1.649825,-0.1166742,0.125755,1.670041,-0.0142139,-0.3761784,1.618514,-0.2198374,-0.07101659,1.618844,0.3079227,-0.09631798,1.605347,NA,NA,NotTracked,NotTracked
-0.1982422,0.7431641,0.6762695,-0.1767578,-0.8671875,0.5097656,1,11,-2,-2,4,2,1,-2,1,-1,9,1,-3,-2,-2,0,4.125,4.125,4.125,7.6875,7.6875,7.6875,6.393827,5.270288,2.060256,3.335032,5.261082,5.248538,-0.02076463,-0.002374775,1.444401,0.1329548,0.006416356,1.417486,0.07259374,0.4217409,1.665441,0.004802963,-0.04255451,1.515755,0.07651197,0.004750208,1.444282,0.06116346,-0.06384704,1.674148,0.06122258,-0.3854756,1.649828,-0.116636,0.1257988,1.670079,-0.0142129,-0.3761711,1.618539,-0.2196737,-0.07102839,1.618815,0.3081217,-0.09631775,1.605581,NA,NA,NotTracked,NotTracked
-0.2138672,0.7709961,0.659668,-0.1748047,-0.8422852,0.5185547,-5,5,0,-2,-1,1,-1,-5,-1,-1,-1,-3,-3,4,0,0,-3.375,-3.375,-3.375,6.25,6.25,6.25,6.392622,5.260684,2.062111,3.344409,5.26156,5.251804,-0.02074234,-0.003030396,1.443713,0.1317975,0.00683337,1.418762,0.07302208,0.4216119,1.665632,0.01719471,-0.04116829,1.5126,0.09356861,-0.005991824,1.4308,0.06122505,-0.06384569,1.674273,0.06128085,-0.3854642,1.649931,-0.1165527,0.1258288,1.670147,-0.01415319,-0.3761654,1.618697,-0.2191796,-0.07122798,1.618944,0.3085551,-0.09636283,1.606881,NA,NA,NotTracked,NotTracked
-0.1992188,0.7553711,0.6625977,-0.1601563,-0.84375,0.5117188,0,-5,5,0,1,-1,-2,-3,-2,-3,-11,2,-3,-5,0,-1,-5.0625,-5.0625,-5.0625,7,7,7,6.386534,5.255446,2.06283,3.352934,5.258536,5.252698,-0.02052224,-0.003537361,1.442646,0.1318894,0.006359964,1.418915,0.07305756,0.4216077,1.665627,0.01435899,-0.04244582,1.508546,0.1022939,-0.01072186,1.4269,0.06126994,-0.06386822,1.674328,0.06136602,-0.3855037,1.650023,-0.1164921,0.1258495,1.670182,-0.01404831,-0.3762332,1.618901,-0.2177042,-0.07182256,1.618253,0.30869,-0.09638862,1.607342,NA,NA,NotTracked,NotTracked
-0.2050781,0.7543945,0.6586914,-0.1547852,-0.8076172,0.5048828,2,0,-5,-3,-1,3,2,0,1,0,0,0,-3,-2,3,11,-6.5,-6.5,-6.5,11.4375,11.4375,11.4375,6.382297,5.254743,2.062721,3.364757,5.248215,5.253285,-0.02042547,-0.004648919,1.442564,0.1318198,0.006228189,1.419598,0.07316794,0.4215682,1.665569,-0.004373747,-0.05168775,1.5265,0.07583126,0.001212603,1.449727,0.06128838,-0.06388824,1.674399,0.06137343,-0.3855343,1.650082,-0.1164111,0.1258318,1.67022,-0.01404852,-0.3762498,1.618941,-0.2169091,-0.07222936,1.618394,0.308898,-0.09639686,1.607754,NA,NA,NotTracked,NotTracked
-0.1962891,0.7524414,0.6552734,-0.1357422,-0.7832031,0.4946289,0,-7,-6,-4,-3,0,-2,1,-9,-2,-20,-5,-4,-3,-1,-7,-4.125,-4.125,-4.125,14.5625,14.5625,14.5625,6.375258,5.253462,2.059006,3.382606,5.231923,5.261532,-0.01841375,-0.006563795,1.442193,0.1309503,0.005860711,1.419658,0.07334713,0.4215046,1.665621,0.02495373,-0.04210317,1.502,0.05237154,-0.009276567,1.463833,0.06133867,-0.06390806,1.674471,0.06144105,-0.3855856,1.650181,-0.1163538,0.1258333,1.670273,-0.01398682,-0.3763033,1.619093,-0.216462,-0.07242671,1.618435,0.3090232,-0.0965986,1.609298,NA,NA,NotTracked,NotTracked
-0.1894531,0.7495117,0.6474609,-0.1313477,-0.7875977,0.4858398,-4,-8,1,-2,-1,-4,-2,-1,0,26,4,1,-1,-2,-2,2,-5.3125,-5.3125,-5.3125,13.8125,13.8125,13.8125,6.371867,5.251745,2.055815,3.390609,5.217411,5.266816,-0.0196965,-0.01073014,1.439602,0.1303491,0.004433481,1.417581,0.07356528,0.421459,1.665577,0.01566889,-0.04688298,1.507232,0.06191048,-0.008063552,1.476667,0.0614189,-0.06390853,1.674501,0.06159887,-0.385553,1.650243,-0.1162378,0.1257738,1.670213,-0.01379597,-0.3762847,1.619202,-0.2161608,-0.07263647,1.618684,0.3090228,-0.0966323,1.609276,NA,NA,NotTracked,NotTracked
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
