,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-0.4707,-0.58643,-0.65039,-0.71631,-0.71631,-0.7373,-0.73389,-0.72705,-0.78662,-0.90723,-0.84375,-0.76904,-0.78857,-0.83252,-0.85059,-0.86475,-0.88623,-0.75049,-0.57324,-0.57129,-0.45313,-0.53955,-0.37061,0.12305,0.9043,1.0972,1.207,1.0576,0.81885,0.80518,0.92725,0.93848,0.93311,0.90723,0.90918,0.91455,0.91455,0.9209,0.93945,0.92578,0.91992,0.92188,0.92383,0.9292
,0.604,0.60352,0.60693,0.62695,0.64795,0.6416,0.65332,0.6875,0.73926,0.72705,0.56494,0.45215,0.4126,0.45459,0.49023,0.51563,0.51611,0.49023,0.49219,0.50391,0.57324,0.625,0.77783,0.86035,0.54688,0.67969,0.42725,0.48096,0.38281,0.40723,0.29883,0.34766,0.29785,0.30273,0.33789,0.32129,0.30127,0.30029,0.28857,0.29541,0.29053,0.28174,0.28613,0.30566
,0.45605,0.41309,0.35742,0.32324,0.30762,0.2793,0.26123,0.25586,0.23242,0.20996,0.15771,0.12305,0.035156,0.0043945,-0.02002,-0.02002,-0.01416,0.027832,0.13232,0.1582,0.37695,0.40625,0.46191,0.54102,0.55176,0.29785,0.22607,0.18359,0.33984,0.26807,0.16162,0.058594,0.099121,0.16309,0.14746,0.10547,0.11914,0.10547,0.09668,0.1167,0.12549,0.11426,0.12744,0.13379
,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822,0.92822
,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959,-0.32959
,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309,0.091309
,6,-8,-4,7,-19,-24,-2,8,-17,8,11,8,5,-24,2,-4,0,7,-4,-4,-2,1,-6,-6,-3,16,-4,-4,4,-2,0,0,-2,0,6,-6,0,0,-3,-3,0,-2,1,-2
,1,-4,-1,0,-10,-9,-1,5,0,-5,8,7,0,-14,-7,-6,-9,2,0,-5,-4,1,2,-1,-1,1,2,-4,0,-1,-1,-1,0,-1,0,-2,-3,1,-3,-2,1,0,0,-2
,-15,-1,8,-2,-1,12,-5,-11,-1,-3,15,2,2,-4,-10,-2,-23,-4,-3,-3,-4,1,-3,0,-3,-1,-1,-2,-2,-1,2,0,-2,1,-1,0,-2,-2,-2,-3,-1,-1,-2,-2
,-3,1,0,-7,-3,1,1,1,-5,-21,38,1,1,20,-8,0,-8,-1,-4,0,-4,0,0,-1,-1,1,0,-3,-2,0,0,0,0,-1,0,0,-1,-1,0,-3,0,-1,-2,0
