1.19E+06,1155,1116,279.8,-0.41398,-5.4214,7.9056,0
4738.2,6939.1,493.41,173.1,29.231,-7.7741,11.867,0
1147.7,1555.4,999.23,488.58,42.868,34.556,4.3365,0
786.34,952.93,1373.1,151.36,117.08,-7.1182,11.391,0
435.13,560,1442,80.365,-14.982,-17.952,7.974,0
270.83,300.21,1142.7,466.11,37.346,-25.456,4.2658,0
212.34,269.62,1371.9,-60.228,-16.838,-9.1539,16.747,0
176.19,270.1,1011.8,481.83,-72.769,-13.871,8.8739,0
193.2,226.38,891.63,548.78,-11.348,-4.8454,12.356,0
176.38,209.44,667.99,492.25,-29.571,10.293,12.676,0
126.44,190.21,512.19,6.0239,-33.229,1.7379,3.3503,0
176.38,203.06,538.43,61.793,-1.9641,6.0316,8.6178,0
193.15,227.65,953.55,219.05,-2.7636,-9.3805,8.8605,0
176.12,277.78,1221.2,384.21,-85.289,-16.937,6.2863,0
212.35,271.56,1406.2,132.2,-27.727,-6.643,6.1409,0
270.94,283.45,722.84,254.75,78.533,-23.917,-1.3641,0
435.28,546.84,1066.7,439.43,-0.32628,-10.009,8.1007,0
786.22,972.8,1862.2,508.1,64.432,-7.8166,12.098,0
1147.4,1596.3,2100.7,123.92,-28.243,19.29,2.6853,0
4737.9,6975.4,1427.6,364.92,-51.726,-14.013,4.9461,0
9.86E+05,3788.2,993.83,29.086,-8.2395,33.644,0.54406,0
1325.6,11768,1046.1,28.247,1.5008,29.674,2.2337,0
681.27,5997.6,1032.4,34.507,-20.548,31.654,1.9983,0
509.79,4317.7,940.37,48.189,-29.997,28.95,-1.1227,0
354.72,2777.4,1065.8,25.756,-0.55099,25.706,2.6325,0
310.03,2237.5,898.33,3.7994,-12.139,32.581,4.8307,0
324.46,2463.5,993.6,14.448,-7.5435,34.352,1.8196,0
333.99,2459.5,888.64,24.893,-11.788,34.035,-4.5248,0
261.89,1899.7,1574.6,45.227,1.1786,36.834,4.3409,0
233.99,1578.1,548.93,61.751,-6.7922,33.239,2.1261,0
227.53,1360.6,656.56,11.855,4.628,33.335,-1.4725,0
234.01,1573.5,756.4,43.027,-2.6338,31.863,0.1182,0
261.8,1918.8,723.16,21.373,-6.3328,33.616,-0.057812,0
334.02,2451.8,1233.8,43.349,-9.1459,36.585,-2.5829,0
324.52,2449.3,1627.3,30.447,-1.8215,34.41,-3.1522,0
310.06,2231.1,1180.9,13.089,-9.9175,29.156,-2.4233,0
354.69,2784.5,747.35,34.334,-2.8888,40.659,3.5414,0
509.79,4316.4,997.6,12.655,-24.716,40.875,0.52223,0
681.28,5994.3,1180.7,24.887,-16.937,34.227,4.4295,0
1325.6,11773,789.95,30.783,-0.079967,37.48,-2.9245,0
1.54E+06,262.59,1154.8,950.94,86.6,-4.2566,7.8676,0
3449.7,-1871.2,1496,1168.3,85.803,-5.5959,4.7099,0
1100.3,394.51,1667.4,1139.7,115.53,6.3551,4.2431,0
554.95,437.73,1648.2,756.77,78.133,-15.381,1.115,0
553.73,531.45,1559.1,706.47,66.927,1.4655,10.304,0
468.33,402.16,1095.8,521.07,120.34,9.4546,8.7066,0
373.79,270.53,521.71,561.94,93.608,-20.005,7.0889,0
477.91,651.28,1784.5,572.91,62.593,20.033,12.226,0
238.23,697.15,1274.8,1072.1,69.968,-10.77,7.4304,0
537.52,459.19,788.86,771.5,72.373,-0.70137,3.2842,0
215.33,531.23,823.67,944.22,96.933,-17.826,15.082,0
537.23,698.48,1291.4,1036.5,80.606,-3.4587,9.2203,0
238.33,624.72,800.97,1211.3,67.973,-13.14,8.2673,0
477.59,970.95,1017,1908.2,75.726,4.5321,9.457,0
373,903.65,2237.3,999.8,113.75,-25.985,10.739,0
468.42,356.79,250.98,982.01,120.63,3.5702,10.702,0
554,327.37,670.47,794.22,60.94,0.35418,6.8624,0
555.21,244.13,829.12,823.74,72.897,-15.466,5.1556,0
1100.5,209.29,1012.1,1116.3,109.52,6.448,1.447,0
3449.9,-2022.5,1190.9,992.2,81.281,-4.518,13.416,0
1.30E+06,374.69,964.97,2.6334,17.477,19.565,-9.0122,0
1722.2,3284.7,1143.6,5.9686,27.525,23.576,-10.964,0
500.36,322.81,1115.3,-77.851,26.555,28.585,-10.458,0
349.87,306.69,807.7,25.761,12.544,18.068,-11.489,0
277.68,41.088,1300.6,34.23,10.727,31.475,-10.737,0
224.34,-37.733,629.13,-19.816,57.299,16.603,-11.546,0
226.92,43.845,607.46,15.153,8.8757,23.931,-4.2907,0
