ALX,ALY,ALZ,ARX,ARY,ARZ,EMG0L,EMG1L,EMG2L,EMG3L,EMG4L,EMG5L,EMG6L,EMG7L,EMG0R,EMG1R,EMG2R,EMG3R,EMG4R,EMG5R,EMG6R,EMG7R,GLX,GLY,GLZ,GRX,GRY,GRZ,ORL,OPL,OYL,ORR,OPR,OYR
-0.04003906,0.7724609,0.5058594,-0.07568359,-0.7485352,0.6044922,-4,-1,3,23,1,0,-1,-20,-4,-2,-5,-8,2,-3,-8,-4,22,22,22,-5.25,-5.25,-5.25,6.690301,5.232791,1.230522,3.507725,5.19388,5.197857
-0.2998047,0.8286133,0.3847656,-0.1108398,-0.7529297,0.5854492,3,2,19,18,-5,-3,-4,12,-1,-3,3,7,-3,-4,-1,-4,8.75,8.75,8.75,-2.5,-2.5,-2.5,6.708122,5.237138,1.272771,3.506807,5.217066,5.190089
-0.5742188,0.984375,0.1884766,-0.04980469,-0.7719727,0.5615234,-1,8,-1,-15,-9,-2,-2,9,-4,-2,-8,2,2,0,-1,-3,18.6875,18.6875,18.6875,-0.6875,-0.6875,-0.6875,6.734627,5.238603,1.312322,3.506626,5.220801,5.187523
-0.8022461,0.8300781,0.3774414,-0.1728516,-0.828125,0.6166992,-3,1,3,2,-9,-6,0,-1,1,0,6,3,3,-11,0,-1,7.75,7.75,7.75,5.0625,5.0625,5.0625,6.74292,5.264884,1.326966,3.509651,5.220974,5.187576
0.06787109,1.13623,0.199707,-0.121582,-0.7734375,0.5961914,1,-7,-9,-4,6,-3,0,2,-1,-2,5,4,1,7,3,0,-7.1875,-7.1875,-7.1875,8.1875,8.1875,8.1875,6.76475,5.282716,1.341493,3.518888,5.214025,5.181569
-0.05175781,1.076172,0.1757813,-0.1977539,-0.8320313,0.6279297,4,14,-9,9,-3,-5,-1,0,-1,-2,2,-4,1,1,-1,-1,11.625,11.625,11.625,-0.25,-0.25,-0.25,6.75776,5.311787,1.33285,3.521533,5.215478,5.170236
0.03271484,0.7358398,0.8037109,-0.1972656,-0.8686523,0.5693359,7,2,0,6,-8,0,1,-4,-3,2,1,5,4,2,0,-2,5.0625,5.0625,5.0625,8.25,8.25,8.25,6.745721,5.363463,1.311432,3.521503,5.22355,5.161187
-0.07763672,0.9770508,0.1826172,-0.1806641,-0.8183594,0.5732422,-1,0,-3,2,-3,-10,-6,-12,-2,1,-7,-12,-4,-6,0,4,10.5625,10.5625,10.5625,6.3125,6.3125,6.3125,6.757765,5.354224,1.289923,3.523443,5.229725,5.159083
0.1113281,0.8842773,0.3833008,-0.1733398,-0.8588867,0.6123047,2,0,1,-3,-3,-23,-4,44,-4,-3,-2,4,5,1,0,-1,8.875,8.875,8.875,0.5625,0.5625,0.5625,6.780422,5.325296,1.269031,3.521736,5.248888,5.154461
-0.2446289,0.7573242,0.3969727,-0.1987305,-0.824707,0.5874023,-1,-2,-8,18,32,26,-23,-12,-3,-3,-7,-7,2,2,0,0,-14.5625,-14.5625,-14.5625,8.1875,8.1875,8.1875,6.758655,5.276499,1.239735,3.525779,5.275391,5.150285
0.08642578,0.8383789,0.5273438,-0.203125,-0.7885742,0.5581055,0,-5,-20,-21,14,-9,10,-14,0,-1,-1,2,3,5,0,-1,90.1875,90.1875,90.1875,3.125,3.125,3.125,6.81114,5.198225,1.191529,3.530251,5.297811,5.154133
0.1337891,1.202148,0.550293,-0.1811523,-0.7568359,0.5454102,11,7,1,-39,2,-7,-4,13,0,1,3,4,3,5,-1,-2,62.125,62.125,62.125,-7.6875,-7.6875,-7.6875,6.901878,5.12057,1.199702,3.526807,5.308529,5.17004
0.1513672,1.131836,0.4511719,-0.1459961,-0.7827148,0.5727539,-13,-14,18,-1,4,-13,-12,-21,-2,-1,3,10,6,2,-1,0,0.8125,0.8125,0.8125,-22.9375,-22.9375,-22.9375,6.903848,5.088116,1.225552,3.507489,5.296982,5.18721
-0.02587891,0.953125,0.4492188,-0.1201172,-0.8095703,0.590332,5,56,16,-5,-23,1,10,2,1,1,0,3,-2,-2,2,-5,-26.125,-26.125,-26.125,-17.8125,-17.8125,-17.8125,6.873635,5.059555,1.282949,3.498935,5.283422,5.193959
-0.08154297,0.9106445,0.5302734,-0.1450195,-0.7719727,0.5908203,0,-21,-2,0,-9,6,2,21,-6,-2,2,2,-3,-2,0,-4,-54.0625,-54.0625,-54.0625,-3.125,-3.125,-3.125,6.819274,5.04225,1.349374,3.496913,5.254418,5.203926
-0.3212891,0.9487305,0.6137695,-0.1293945,-0.7797852,0.6137695,-2,-8,-7,0,0,1,-3,-7,-1,1,-3,-6,-11,-13,-6,-1,-75.5625,-75.5625,-75.5625,-18.875,-18.875,-18.875,6.731159,5.074987,1.407388,3.484645,5.22508,5.208246
-0.2993164,0.7978516,0.4741211,-0.1269531,-0.8588867,0.6279297,-1,-7,5,-5,-7,-2,-7,0,-2,-1,-3,-9,0,1,0,-1,-40.4375,-40.4375,-40.4375,-2.4375,-2.4375,-2.4375,6.671243,5.154365,1.408727,3.475047,5.198612,5.201055
-0.3256836,0.78125,0.4448242,-0.1484375,-0.8076172,0.6108398,-4,-18,-4,10,-35,3,-20,-51,1,-3,-2,2,4,7,0,-5,-15,-15,-15,8.375,8.375,8.375,6.661481,5.200119,1.394705,3.484144,5.188372,5.191852
-0.2211914,0.7861328,0.4726563,-0.1713867,-0.8447266,0.625,6,4,3,12,26,6,0,33,0,-1,-2,-3,-9,-13,-4,-2,0.8125,0.8125,0.8125,10.6875,10.6875,10.6875,6.653666,5.267334,1.342246,3.495094,5.194241,5.184782
-0.1665039,0.7827148,0.4013672,-0.1918945,-0.7944336,0.6279297,-16,-55,-7,4,1,1,4,-5,-3,-1,-5,-3,-2,-7,-10,-11,52.5625,52.5625,52.5625,14.9375,14.9375,14.9375,6.684455,5.290649,1.28435,3.504337,5.201258,5.181766
