ALX,ALY,ALZ,ARX,ARY,ARZ,EMG0L,EMG1L,EMG2L,EMG3L,EMG4L,EMG5L,EMG6L,EMG7L,EMG0R,EMG1R,EMG2R,EMG3R,EMG4R,EMG5R,EMG6R,EMG7R,GLX,GLY,GLZ,GRX,GRY,GRZ,ORL,OPL,OYL,ORR,OPR,OYR
0.8886719,0.3193359,0.04345703,0.9145508,-0.3886719,0.1044922,-1,0,0,-1,-1,1,0,-3,0,0,-3,-3,-1,-2,-1,-1,-33.375,-33.375,-33.375,16.125,16.125,16.125,7.76457,2.910261,9.361429,2.461061,2.960649,6.756571
0.9072266,0.3208008,-0.006347656,0.9072266,-0.3496094,0.04638672,-5,-2,-1,-1,-2,0,0,-1,-4,-2,-1,-1,-1,2,-2,-4,-30.5625,-30.5625,-30.5625,28.75,28.75,28.75,7.763952,2.9161,9.343809,2.50159,2.970202,6.747538
0.9438477,0.2734375,-0.03417969,0.9140625,-0.3330078,0.05859375,-13,-3,-3,-2,-2,1,-1,-4,-2,-1,-1,-3,-1,-3,0,-2,-19.1875,-19.1875,-19.1875,21.625,21.625,21.625,7.755284,2.930516,9.31199,2.546162,2.984142,6.729361
0.9526367,0.2358398,-0.04931641,0.9404297,-0.3227539,0.02441406,3,-1,-2,-2,2,4,-5,-3,-2,-3,-2,-3,-1,-1,-2,0,-2.4375,-2.4375,-2.4375,18.3125,18.3125,18.3125,7.745916,2.937436,9.31405,2.577329,2.999212,6.719448
0.9501953,0.2456055,-0.04003906,0.9628906,-0.3051758,-0.00390625,-6,0,-1,-4,-1,-2,-2,-1,1,-1,0,-2,-1,-2,0,-1,4.75,4.75,4.75,17.25,17.25,17.25,7.73755,2.942302,9.324967,2.607305,3.014294,6.708023
0.9482422,0.2783203,-0.04541016,0.9755859,-0.2900391,-0.01757813,-7,-1,-1,-1,1,-5,-2,0,-1,-2,-2,-2,-2,-2,-3,-2,6.5625,6.5625,6.5625,13.1875,13.1875,13.1875,7.702523,2.960819,9.376652,2.642696,3.0284,6.68681
0.9448242,0.2475586,-0.01953125,0.9648438,-0.2983398,-0.01660156,0,-1,0,0,-1,-5,-4,-3,0,-2,-2,0,-1,-2,0,-2,1.0625,1.0625,1.0625,4.125,4.125,4.125,7.655546,2.970782,9.427921,2.675309,3.042933,6.658365
0.9335938,0.2304688,-0.01074219,0.9619141,-0.3076172,-0.00390625,-24,-4,-1,0,-1,-1,-1,-5,0,0,-3,-3,-1,0,-1,1,7.625,7.625,7.625,1.4375,1.4375,1.4375,7.610548,2.976882,9.480638,2.693017,3.050616,6.639833
0.9335938,0.2583008,0.005859375,0.9404297,-0.3222656,0.04443359,9,0,0,1,0,0,0,1,-2,-2,-2,-2,-1,-2,-1,1,10.4375,10.4375,10.4375,-4.1875,-4.1875,-4.1875,7.575425,2.982879,9.529134,2.742062,3.069738,6.583357
0.9326172,0.2792969,0.01123047,0.934082,-0.324707,0.03125,2,-2,0,0,-1,-2,0,-1,-1,-2,-1,-1,0,-2,-1,0,4.6875,4.6875,4.6875,-3.5,-3.5,-3.5,7.544371,2.98921,9.568039,2.761755,3.07845,6.557743
0.9360352,0.2885742,0.001953125,0.9311523,-0.3120117,0.0390625,-8,-1,-1,-2,-2,-1,-1,3,-2,-1,-1,1,0,-2,-3,2,-0.25,-0.25,-0.25,-7.9375,-7.9375,-7.9375,7.530471,2.992262,9.582569,2.775285,3.081752,6.535051
0.9243164,0.2714844,-0.002929688,0.9287109,-0.3217773,0.04248047,-4,-2,-1,-1,-1,-3,0,-2,-1,-2,-3,-1,-1,-2,-3,-1,-4.9375,-4.9375,-4.9375,-13.25,-13.25,-13.25,7.505705,2.996864,9.603514,2.778824,3.082453,6.523203
