,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.92334,0.87305,0.9126,0.97998,0.98779,1.0469,0.93506,0.16406,-0.25049,-0.3623,-0.42627,-0.51611,-0.71582,-0.83691,-0.91553,-0.91943,-0.94434,-0.9043,-0.94727,-0.92725,-0.91553,-0.91846,-0.96094,-0.92969,-0.94482,-0.92041,-0.91943,-0.94873,-0.93604,-0.92676,-0.91455,-0.66211,-0.3374,-0.32666,-0.40381,-0.24268,-0.15625,0.41846,0.86182,0.93799,0.96143,0.97656,0.95264,0.91504
,0.31396,0.39844,0.35352,0.6001,0.69531,0.85889,0.91016,1.0347,0.74854,0.56104,0.51855,0.30713,0.33008,0.36084,0.38525,0.36768,0.33252,0.30664,0.37988,0.4165,0.35303,0.31982,0.30273,0.37061,0.40088,0.37451,0.32227,0.31104,0.36914,0.39014,0.3584,0.28662,0.31104,0.34326,0.6084,0.96875,1.083,1.106,0.85449,0.62256,0.55859,0.40625,0.31543,0.33887
,0.14844,0.21387,0.20508,0.14063,0.20508,0.36621,0.59131,0.54346,0.33643,0.26318,0.14111,0.030762,-0.054688,-0.070313,-0.040527,-0.086914,-0.15137,-0.20313,-0.17871,-0.020996,-0.069824,-0.2002,-0.23438,-0.1377,-0.051758,-0.083984,-0.19678,-0.21875,-0.097168,-0.03418,-0.11377,-0.25879,-0.020996,0.13086,0.26807,0.57813,0.61816,0.6875,0.5293,0.36133,0.2124,0.1377,0.17627,0.15674
,0.93018,0.92773,0.93018,0.93066,0.93555,0.93408,0.92969,0.92773,0.92139,0.92334,0.92139,0.91602,0.92578,0.91797,0.93066,0.93066,0.91943,0.93457,0.93506,0.92529,0.92139,0.91943,0.92969,0.92627,0.92236,0.92041,0.9209,0.92773,0.92676,0.92334,0.92041,0.90918,0.90479,0.94092,0.97803,0.92432,0.9082,0.90234,0.93018,0.91797,0.93799,0.92041,0.91162,0.92725
,-0.34033,-0.33887,-0.35156,-0.3291,-0.34766,-0.36279,-0.3335,-0.33154,-0.33691,-0.35107,-0.3623,-0.36719,-0.38086,-0.36914,-0.35693,-0.34668,-0.36377,-0.3501,-0.34912,-0.36523,-0.35693,-0.35986,-0.36182,-0.35791,-0.36377,-0.35547,-0.35352,-0.35254,-0.34961,-0.35498,-0.35596,-0.35254,-0.32764,-0.33496,-0.3457,-0.39404,-0.39209,-0.35938,-0.33984,-0.34912,-0.33594,-0.33008,-0.354,-0.33984
,0.11035,0.11133,0.11523,0.11182,0.12158,0.11865,0.11084,0.11133,0.104,0.091309,0.10938,0.125,0.14063,0.12646,0.10889,0.10986,0.11523,0.12012,0.10986,0.12061,0.12158,0.12256,0.11719,0.11426,0.12061,0.11621,0.11182,0.11475,0.10742,0.11768,0.11377,0.11328,0.11572,0.1333,0.11719,0.11963,0.15186,0.16455,0.1333,0.10693,0.1084,0.11426,0.1167,0.12256
,2,-1,-9,3,-2,5,-18,28,-5,-9,16,5,-44,8,2,-17,-41,9,-29,5,26,-16,-30,-3,30,-1,23,1,-15,-10,-7,1,1,5,-4,4,-5,12,2,-10,-5,-31,-3,1
,-1,0,-17,2,3,7,22,8,3,-8,1,11,-8,-2,-1,-1,-11,-6,-18,-2,10,-2,-8,-1,-3,6,7,2,-6,0,-3,-1,3,1,-4,-5,0,2,4,-2,-9,-3,1,-1
,-1,1,-7,9,-36,-23,17,-4,2,-7,0,-5,-6,-4,4,-2,-7,-3,-5,-7,0,-1,2,3,-4,1,-3,-2,-4,2,-2,-1,1,1,-3,-4,1,-1,7,0,8,-1,0,0
,0,-1,0,4,1,5,7,8,2,-3,-1,-4,-4,-1,1,-2,-5,-3,-1,-3,-1,1,-1,5,-2,0,-3,-1,-3,1,-1,0,-2,-1,-1,-1,1,1,3,2,-1,-1,0,0
